Sarah, a solo hiker, is navigating a challenging trail on a mountain. Sarah expects the weather to be pleasant. Sarah thinks that if she sees fog, she can safely navigate using her compass and map. She thinks that if she encounters snowfall, it could be dangerous since she could get stranded and possibly get hypothermia. Sarah starts her ascent. Sarah encounters snowfall when reaching the summit.;How does Sarah feel?;devastated;relieved;resigned;surprised
Julian, an entrepreneur, is preparing to pitch his startup to a panel of investors. Julian does not expect any challenges or questions since he is confident his pitch covers everything. Julian thinks that if the investors question long-term viability of the product, it would be a safe indicator of a future partnership. He thinks that if investors criticize the product's market fit, it would be dangerous and could collapse the pitch, leading to a missed opportunity. Julian presents his business plan and product prototype. The investors sharply criticize the product's market fit and demand substantial changes.;How does Julian feel?;devastated;relieved;resigned;surprised
Ben, a scientist, is conducting an experiment to create a new chemical compound with potential medical applications. Ben expects the experiment to go smoothly without any issues. Ben thinks that if the mixture causes an explosion, it would be safe as long as it is small and contained since he has safety measures in place. He thinks that if the mixture produces a toxic gas, it would be dangerous since it could harm him and others in the building. Ben mixes the chemicals according to his hypothesis. The mixture produces a toxic gas, forcing Ben to evacuate the lab.;How does Ben feel?;devastated;relieved;resigned;surprised
Helen, a politician, is preparing for a crucial debate against her opponent in the race for mayor. Helen expects the debate to go smoothly. Helen thinks that if her opponent launches a personal attack, it would be safe since it could backfire and make her opponent look unprofessional. She thinks that if she gets grilled by the moderator, it would be dangerous since it could expose weaknesses in her arguments and hurt her credibility. Helen practices her arguments and counterarguments. Helen gets grilled by the moderator and struggles to respond effectively.;How does Helen feel?;devastated;relieved;resigned;surprised
Penelope, a talented musician, is preparing for her first live concert after months of practicing and composing new songs. Penelope expects the concert to go smoothly without any issues. Penelope thinks that if the sound system malfunctions, it would be safe since the technical team can fix it promptly. She thinks that if her guitar string breaks, it would be dangerous and could cause her to lose her confidence on stage. Penelope begins her performance on stage. Penelope's guitar string breaks in the middle of her performance, causing her to pause the show.;How does Penelope feel?;devastated;relieved;resigned;surprised
Xavier, a waiter at a high-end restaurant, is preparing to serve a large group of influential guests who have made a last-minute reservation. Xavier expects the dinner service to go smoothly without any issues. Xavier thinks that if he serves the wrong dish, it would be safe since he can quickly replace it with the correct dish and apologize. He thinks that if he spills a drink on a guest, it would be dangerous since it could damage the guest's clothing and make a terrible impression. Xavier meticulously sets the table and practices the menu presentation. Xavier accidentally spills a drink on one of the guests while serving them.;How does Xavier feel?;devastated;relieved;resigned;surprised
Zara, a passionate baker, is participating in a prestigious baking competition where she needs to create a new and innovative dessert. Zara expects her dessert to be perfect and well-received. Zara thinks that if the judges criticize her dessert for being too sweet, it would be safe since she can defend her choice as a bold move. She thinks that if her dessert fails to set, it would be dangerous since it could be seen as a technical failure and cost her the competition. Zara starts baking her unique dessert creation. Zara's dessert fails to set properly, resulting in a runny and unappealing presentation.;How does Zara feel?;devastated;relieved;resigned;surprised
Zachary, a talented designer, is preparing to showcase his latest collection at a prestigious fashion show. Zachary expects the fashion show to go smoothly without any issues. Zachary thinks that if his collection receives mixed reviews, it would be safe since it could spark interesting discussions and lead to improvements in his designs. He thinks that if a model trips, it would be dangerous since it could overshadow his collection and make the event memorable for the wrong reasons. Zachary presents his designs on the runway. One of the models trips on the runway, causing a small disruption in the show.;How does Zachary feel?;devastated;relieved;resigned;surprised
Charles, a farmer, is preparing for the upcoming harvest season by planting a new crop variety. Charles expects the growing season to go smoothly without any issues. Charles thinks that if the crop is affected by drought, it would be safe since he can employ water-saving techniques and irrigation. He thinks that if the crop is infested with pests, it would be dangerous since it could spread to other crops and be difficult to manage. Charles sows the seeds and follows the recommended cultivation practices. Charles discovers that the crop is infested with pests.;How does Charles feel?;devastated;relieved;resigned;surprised
Rachel, an engineer, is working on a new bridge design for a busy city intersection. Rachel expects the city council to approve her design without any issues. Rachel thinks that if the council questions the cost-effectiveness, it would be safe since it would help optimize resources and potentially lead to a better solution. She thinks that if they question the structural integrity, it would be dangerous as it might damage her reputation as a reliable engineer. Rachel presents her bridge design to the city council for approval. The city council expresses concerns about the structural integrity of the design and requests modifications.;How does Rachel feel?;devastated;relieved;resigned;surprised
