Sarah, a solo hiker, is navigating a challenging trail on a mountain. Sarah thinks that if she encounters snowfall it would be safe and make her hike more picturesque. She thinks that if she sees fog, it could be dangerous since she could lose the trail and get injured from unseen obstacles. Sarah starts her ascent. Sarah experiences sudden fog and reduced visibility while ascending.;Annie/resigned.png; Did Sarah expect to encounter adverse weather events?;Yes;No
Julian, an entrepreneur, is preparing to pitch his startup to a panel of investors. Julian thinks that if the investors criticize the product's market fit, it would be safe as it would provide clear feedback for improvement. He thinks that if they question long-term viability, it would be dangerous because it might lead to a tepid investment without strong support. Julian presents his business plan and product prototype. The investors seem intrigued but question the long-term viability of the product.;Glenda/resigned.png; Did Julian expect the investors to challenge different parts of his pitch?;Yes;No
Ben, a scientist, is conducting an experiment to create a new chemical compound with potential medical applications. Ben thinks that if the mixture produces a toxic gas, it would be safe since he can quickly evacuate and the lab has a proper ventilation system. He thinks that if the mixture causes an explosion, it would be dangerous and could damage the lab and his equipment. Ben mixes the chemicals according to his hypothesis. The mixture becomes extremely volatile and causes a small explosion in the lab.;Chanda/resigned.png; Did Ben expect any unexpected outcomes from the experiment?;Yes;No
Helen, a politician, is preparing for a crucial debate against her opponent in the race for mayor. Helen thinks that if she gets grilled by the moderator, it would be safe since it would show her ability to handle tough questions. She thinks that if her opponent launches a personal attack, it would be dangerous since it could damage her reputation and distract from her policy proposals. Helen practices her arguments and counterarguments. Helen's opponent launches a personal attack.;Hana/resigned.png; Did Helen expect challenging moments in the debate?;Yes;No
Penelope, a talented musician, is preparing for her first live concert after months of practicing and composing new songs. Penelope thinks that if her guitar string breaks, it would be safe since she has a backup guitar and can quickly recover. She thinks that if the sound system malfunctions, it would be dangerous and could ruin the entire concert experience for her fans. Penelope begins her performance on stage. The sound system malfunctions, leading to poor audio quality and difficulty hearing her music.;Oskar/resigned.png; Did Penelope expect any technical issues during the concert?;Yes;No
Xavier, a waiter at a high-end restaurant, is preparing to serve a large group of influential guests who have made a last-minute reservation. Xavier thinks that if he spills a drink on a guest, it would be safe since he can quickly apologize and clean up the mess. He thinks that if he serves the wrong dish, it would be dangerous since it could cause an allergic reaction or offend the guest. Xavier meticulously sets the table and practices the menu presentation. The kitchen staff makes a mistake, and Xavier serves the wrong dish to a guest with dietary restrictions.;Annie/resigned.png; Did Xavier expect any issues during the dinner service?;Yes;No
Zara, a passionate baker, is participating in a prestigious baking competition where she needs to create a new and innovative dessert. Zara thinks that if her dessert fails to set, it would be safe since she can explain the innovative concept and the judges might appreciate her creativity. She thinks that if the judges find her dessert too sweet, it would be dangerous since it could be seen as a lack of skill and understanding of flavor balance. Zara starts baking her unique dessert creation. The judges criticize Zara's dessert for being too sweet and overpowering.;Glenda/resigned.png; Did Zara expect any issues with her innovative dessert?;Yes;No
Zachary, a talented designer, is preparing to showcase his latest collection at a prestigious fashion show. Zachary thinks that if a model trips, it would be safe since it's a common occurrence in fashion shows and can be quickly resolved. He thinks that if his collection receives mixed reviews, it would be dangerous since it could hurt his reputation and future opportunities. Zachary presents his designs on the runway. Zachary's collection receives mixed reviews from the fashion critics.;Chanda/resigned.png; Did Zachary expect any minor issues during the fashion show?;Yes;No
Charles, a farmer, is preparing for the upcoming harvest season by planting a new crop variety. Charles thinks that if the crop is infested with pests, it would be safe since he can apply appropriate pest control measures. He thinks that if the crop is affected by drought, it would be dangerous since it could lead to a significant loss in yield and income. Charles sows the seeds and follows the recommended cultivation practices. Unusual weather patterns cause a drought.;Hana/resigned.png; Did Charles expect any challenges during the growing season?;Yes;No
Rachel, an engineer, is working on a new bridge design for a busy city intersection. Rachel thinks that if the council questions the structural integrity, it would be safe since it would allow her to improve the design and ensure public safety. She thinks that if they question the cost-effectiveness, it would be dangerous as it might lead to the project being canceled or delayed. Rachel presents her bridge design to the city council for approval. The city council questions the cost-effectiveness of the design and suggests exploring alternative options.;Oskar/resigned.png; Did Rachel expect the city council to have concerns and questions about her design?;Yes;No
